ID,Local authority,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,
E07000141,South Kesteven,3.61,3.86,3.98,4.38,4.54,5.33,6.66,7.66,8.47,7.67,8.13,7.24,6.49,6.97,7.16,7.26,6.3,,
E07000142,West Lindsey,3.93,3.45,3.42,3.26,3.82,4.14,4.41,6.29,5.9,6.28,7.05,6.7,6.06,6.25,6.13,5.68,5.86,,
E07000143,Breckland,3.32,3.52,3.45,3.76,4.2,5.19,6.45,7.1,7.1,8.37,8.31,7.72,7.04,7.34,6.72,6.8,7.35,,
E07000144,Broadland,4,3.99,3.77,4.72,5,6.44,7.09,7.19,8.34,8.2,8.8,8.47,6.89,7.65,7.26,7.33,6.69,,
E07000145,Great Yarmouth,2.8,2.77,2.55,2.92,3.16,3.59,4.52,5.78,5.66,5.59,5.79,5.67,5.35,5.48,5.34,5.1,5.01,,
E07000146,King's Lynn and West Norfolk,3.1,3.25,3.24,3.63,4,4.86,6.12,7.11,7.32,7.15,7.12,6.7,6.37,6.88,5.71,6.02,6.39,,
E07000147,North Norfolk,4.01,4.09,4.29,4.75,5.09,5.54,6.94,7.97,8.92,9.48,9.62,10.05,7.77,9.14,7.54,8.47,8.38,,
E07000148,Norwich,2.65,2.78,2.84,3.31,3.65,4.64,5.8,6.42,6.5,6.29,7.21,6.94,5.27,5.96,5.67,5.98,5.67,,
E07000149,South Norfolk,3.74,3.76,3.49,3.69,4.31,5.49,6.96,6.91,6.63,7.62,8.63,7.32,6.44,7.24,6.72,6.83,7.19,,
E07000150,Corby,2.38,2.57,2.48,2.79,2.44,2.88,3.73,4.68,5.95,5.42,5.93,6.04,5.5,5.53,5.72,5.41,5.4,,
E07000151,Daventry,3.27,4.35,4.53,4.8,5.31,6.08,6.69,6.84,7.23,7.72,8.47,8.12,7.05,7.36,6.53,7.36,7.34,,
E07000152,East Northamptonshire,3.07,3.44,3.77,3.53,4.2,4.78,6.31,6.94,7.1,7.08,7.04,7.6,6.58,7,7.2,6.34,5.67,,
E07000153,Kettering,2.75,2.75,3.15,3.31,3.71,4.31,5.25,6.4,6.57,6.61,6.91,6.35,5.87,5.7,5.64,6.05,5.51,,
E07000154,Northampton,3.1,3.35,3.18,3.63,4.15,4.47,5.22,6.1,6.09,6.24,6.09,5.92,5.14,5.59,5.59,5.63,5.26,,
E07000155,South Northamptonshire,4.9,5.21,4.8,6.09,6.39,6.63,7.35,7.58,7.66,7.8,8.17,7.88,7.57,8.76,8.42,8.65,8.57,,
E07000156,Wellingborough,2.84,2.88,2.86,3.42,3.56,4.4,4.53,5.61,6.33,6.43,6.67,6.67,5.92,6.05,5.83,6.14,6.19,,
E07000163,Craven,4.78,4.45,4.69,4.55,4.78,4.8,5.96,7.11,8.34,9.95,8.38,8.41,6.64,9.02,7.77,7.76,7.69,,
E07000164,Hambleton,4.87,4.78,4.47,4.55,5.31,6.38,6.97,8.52,9.16,9.34,9.11,8.33,7.44,8.56,7.85,8.5,8.69,,
E07000165,Harrogate,4.46,4.43,4.88,5.42,5.56,6.31,7.93,8.74,9.12,9.13,9.66,9.9,8.06,9.44,9.01,9.08,8.86,,
E07000166,Richmondshire,4.32,4.66,4.6,5.14,5.37,5.31,7.04,8.54,8.96,8.68,8.7,8.32,8.16,10.19,7.86,7.76,8.09,,
E07000167,Ryedale,4.91,4.28,4.35,4.61,5.4,5.92,7.15,9.19,10.34,10.16,9.53,9.68,7.58,8.55,8.62,8.63,7.75,,
E07000168,Scarborough,4.09,3.81,3.69,3.67,3.99,4,4.99,6.65,7.21,7.99,7.51,7.17,6.19,6.31,6.3,6.3,5.86,,
E07000169,Selby,3.44,3.5,3.36,3.5,3.52,4.08,5.31,6.12,6.73,7.22,6.88,5.93,5.67,5.52,6.25,5.99,5.96,,
E07000170,Ashfield,2.73,3.05,2.89,3.15,2.97,3.22,3.99,4.85,4.99,5.14,5.64,5,4.18,4.32,4.75,4.72,4.8,,
E07000171,Bassetlaw,2.82,2.85,3.13,3.37,3.38,3.82,4.22,5.67,6.23,5.76,5.67,5.93,5.25,5.34,5.47,5,4.94,,
E07000172,Broxtowe,3.05,3.17,2.93,3.33,3.67,4.34,4.79,6.01,5.97,6.05,6.11,5.72,5.41,5.78,5.74,5.81,5.47,,
E07000173,Gedling,2.93,3.14,3.32,3.38,3.55,4.29,5.43,5.55,5.51,5.83,5.44,5.11,5.19,5.69,6.09,4.68,4.46,,
E07000174,Mansfield,3.01,3.09,3.06,3,2.99,3.29,3.68,5.13,5.42,5.37,5.29,5.49,4.86,5.4,5.25,5.15,5.11,,
E07000175,Newark and Sherwood,3.32,3.57,3.37,3.9,3.76,4.36,5.65,7.43,6.59,6.53,6.6,6.65,5.94,6.66,5.91,6.2,6.44,,
E07000176,Rushcliffe,4.23,4.13,4.26,4.8,5.24,5.43,6.6,7.5,7.3,7.73,8.8,7.61,7.33,7.37,7.82,7.86,7.87,,
E07000177,Cherwell,3.93,3.95,4.87,4.82,6.9,6.23,7.43,7.49,8.43,8.42,8.16,8.38,7.06,8.03,7.58,8.26,7.91,,
E07000178,Oxford,4.75,5.56,5.81,6.81,7.27,7.74,8.9,9.36,9.02,9.18,9.32,9.61,8.37,9.23,9.1,9.65,9.14,,
E07000179,South Oxfordshire,5.18,5.02,5.87,6.62,7.17,6.83,8.02,8.97,9.13,9.59,9.87,10.59,10.18,11.4,9.8,10.31,10.52,,
E07000180,Vale of White Horse,4.24,4.73,4.98,5.69,5.9,6.98,7.41,7.58,8.24,8.15,8.41,8.72,7.02,8.1,6.96,7.63,7.72,,
E07000181,West Oxfordshire,4.89,4.87,5.5,6.38,6.14,6.91,7.96,8.33,8.9,9.29,9.78,9.49,8.03,8.89,8.88,9.2,9.37,,
E07000187,Mendip,3.83,3.84,4.27,5.17,5.18,6.4,7.28,8.34,7.94,7.71,8.43,8.69,8.09,7.66,7.59,8.72,7.82,,
E07000188,Sedgemoor,3.74,3.97,3.87,4.58,4.71,5.62,6.5,8.08,7.89,7.12,8.16,8.4,7.08,8.02,7.52,7.36,7.3,,
E07000189,South Somerset,3.34,3.65,3.71,4.31,4.76,5.23,6.45,7.38,7.6,7.47,7.98,8.04,7.27,7.73,7.07,6.99,7,,
E07000190,Taunton Deane,4.01,3.97,4.13,4.79,4.82,5.76,6.99,7.6,7.98,7.59,8.13,8.06,6.94,7.53,7.53,7.67,7.17,,
E07000191,West Somerset,..,..,..,..,..,..,..,..,..,7.68,..,..,..,6.27,..,..,..,,
E07000192,Cannock Chase,3.04,3.05,3.17,2.97,3.45,4.24,4.69,5.76,6.53,6.25,6.02,5.96,5.61,5.18,5.4,5.8,5.17,,
E07000193,East Staffordshire,3.08,3.33,3.33,3.39,3.44,3.74,4.58,5.45,6.05,6.01,6.53,5.69,5.73,5.6,5.43,5.21,5.23,,
E07000194,Lichfield,4.06,4.01,4.21,4.94,5.32,5.67,6.98,7.22,8.62,7.97,8.94,7.75,6.87,7.94,7.68,8.04,7.18,,
E07000195,Newcastle-under-Lyme,3.48,2.83,3.21,3.21,3.35,3.58,4.18,5.13,5.59,6.14,6.03,5.7,5.61,5.93,5.79,5.91,5.29,,
E07000196,South Staffordshire,4.11,4,4.1,4.56,4.81,6.14,6.61,6.02,7.2,7.45,8.45,7.39,6.21,7.1,6.95,7.93,6.84,,
E07000197,Stafford,3.85,3.58,3.54,3.88,3.66,4.5,5.57,6.64,6.49,6.67,6.95,7.03,6,6.23,5.89,6.3,5.91,,
E07000198,Staffordshire Moorlands,3.09,2.99,3.14,3.4,3.59,3.73,4.55,6.35,6.08,6.66,7.04,6.56,5.79,6.32,5.58,5.62,4.85,,
E07000199,Tamworth,3.35,3.19,3.65,3.62,4.12,4.62,4.81,5.87,6.03,6.71,6.61,6.21,6.25,6.21,6.1,6.02,6.07,,
E07000200,Babergh,4.1,4.05,4.33,4.7,4.87,6.08,7.33,7.73,8.34,8.17,8.29,8.64,7.89,9.11,7.9,8.46,8.99,,
E07000201,Forest Heath,3.97,3.68,4.22,4.11,4.33,5.35,5.82,6.59,7.86,7.59,7.83,7.92,6.73,7.14,6.4,7.25,6.7,,
E07000202,Ipswich,3,3.1,3.41,3.71,3.86,4.6,5.34,6.08,6.5,6.14,6.29,5.61,5.15,5.37,5.15,5.49,5.37,,
E07000203,Mid Suffolk,3.93,3.96,4.35,5.99,4.85,5.8,6.68,7.76,8.42,7.61,8.67,8.36,7.45,8.52,7.67,8.19,7.05,,
E07000204,St. Edmundsbury,3.79,4.17,4.45,4.88,4.83,6.3,7.41,7.93,8.03,8.3,9.11,7.92,6.99,7.37,7.51,7.61,7.96,,
E07000205,Suffolk Coastal,3.39,3.63,3.89,4.43,4.82,5.62,6.38,6.84,7.33,7.15,7.31,7.78,6.61,7.88,7.35,7.38,7.05,,
E07000206,Waveney,3.23,3.61,3.32,3.67,4,4.71,5.57,6.81,7.18,7.17,7.56,7.46,5.93,6.86,6.42,6.85,6.37,,
E07000207,Elmbridge,6.28,6.87,7.4,9,9.85,10.07,10.03,11.42,9.96,11.14,11.49,12.59,12.28,12.83,12.34,13.24,14.3,,
E07000208,Epsom and Ewell,5.44,6.01,6.66,8.65,7.94,8.33,8.39,9.98,10.25,10.76,11.13,9.79,8.37,10.56,10.36,10.24,11.37,,
E07000209,Guildford,4.86,5.63,6.14,7.02,7.32,7.61,8.77,9.26,9.24,9.79,9.89,9.38,8.4,10.42,9.67,10.05,10.4,,
E07000210,Mole Valley,5.6,6.15,6.48,8.43,8.29,8.4,8.73,8.32,9.69,9.84,9.97,10.48,7.82,9.51,9.43,10.62,10.55,,
E07000211,Reigate and Banstead,4.58,5.3,5.68,6.21,6.91,6.89,7.92,8.72,8.95,8.82,8.58,8.83,7.9,9.46,8.52,8.1,9.1,,
E07000212,Runnymede,4.04,5.39,5.76,6.26,6.04,6.96,8.3,8.13,8.27,8,8.45,8.2,7.45,7.73,8.16,7.61,8.02,,
E07000213,Spelthorne,4.57,4.57,4.58,5.3,6.13,5.65,6.86,6.56,6.71,7.13,8.48,8.33,7.59,8.21,7.99,7.42,7.98,,
E07000214,Surrey Heath,4.47,5.67,5.69,6.07,6.53,7.34,8.31,8.41,9.01,9,9.8,8.86,7.87,9.27,9.55,9.06,9.46,,
E07000215,Tandridge,6.34,6.88,7.87,8.1,8.33,9.05,10.8,11.45,11.45,11.39,12.25,11.76,10.93,11.84,12.44,13.09,13.49,,
E07000216,Waverley,5.82,6.78,6.71,8.62,8.56,8.82,10.24,11.43,11.18,10.68,11.31,11.63,9.14,13.04,12.28,13,12.86,,
E07000217,Woking,5.12,4.58,4.95,5.92,6.06,6.72,6.88,7.77,9.06,9.04,9.23,8.83,9.14,9.6,10.16,10.34,10.62,,
E07000218,North Warwickshire,4.01,3.71,3.78,3.91,3.9,4.49,4.91,5.89,6.07,6.29,6.33,6.32,5.72,5.68,5.42,6.02,6.01,,
E07000219,Nuneaton and Bedworth,3.2,2.95,3.39,3.7,3.86,4.31,4.77,5.67,6.03,6.05,6.27,5.56,5.35,5.43,5.61,5.56,5.21,,
E07000220,Rugby,3.19,3.18,3.22,3.52,3.73,4.99,5.41,5.97,6.54,6.96,6.51,5.98,4.87,5.57,5.64,5.78,5.64,,
E07000221,Stratford-on-Avon,5.01,5.14,5.66,6.18,6.49,7.92,8.43,8.13,9.31,9.59,8.82,8.92,7.43,9.05,9.27,9.03,8.62,,
E07000222,Warwick,4.12,4.55,5.01,5.72,5.76,6.37,7.7,7.88,8.18,7.42,7.54,7.68,6.91,8.31,7.34,7.7,7.33,,
E07000223,Adur,3.54,3.7,3.68,4.55,6,5.66,7.6,7.69,7.46,9.15,7.39,9.42,8.34,9.95,8.26,9.63,9.64,,
E07000224,Arun,4.05,4.96,5,5.69,6.79,7.47,8.44,9.43,10.37,10,9.95,9.99,8.79,10.2,9.63,9.66,9.65,,
E07000225,Chichester,4.96,5.79,6.13,7.51,7.65,8.12,10.43,10.56,11.7,11.09,12.32,11.36,10.22,10.53,11.57,10.01,10.55,,
E07000226,Crawley,3.54,4.09,3.92,4.57,4.99,5.84,6.22,7,7.05,7,8.03,7.52,6.07,6.17,6.07,6.39,6.22,,
E07000227,Horsham,4.77,4.8,6.23,7.12,6.8,7.27,8.62,9.46,9.53,9.89,10.36,10.39,9.37,10.11,9.73,10.48,10.89,,
E07000228,Mid Sussex,4.16,4.5,5.15,6.84,6.25,7.19,8.73,9.31,9.57,10.02,10.17,9.98,8.87,9.36,9.4,9.62,9.76,,
E07000229,Worthing,3.34,3.92,3.85,4.8,4.57,6.13,7.37,7.3,7.96,8.47,8.98,8.53,7.05,8.34,7.83,8.23,7.78,,
E07000234,Bromsgrove,4.55,4.84,5.26,5.85,6.04,8.85,8.3,8.67,9.46,9.5,9.94,10.19,8.04,9.03,9.67,8.73,8.24,,
E07000235,Malvern Hills,5.59,5.41,4.78,5.78,5.9,6.99,8.07,9.51,9.6,8.97,10.47,8.83,7.71,9.67,8.66,8.61,7.82,,
E07000236,Redditch,3.45,3.76,4.05,4.25,4.64,5.08,6.1,7.46,6.73,7.3,7.6,6.74,6.21,5.97,5.79,6.19,6.65,,
E07000237,Worcester,3.53,3.67,3.97,4.12,4.37,5.11,6.29,6.64,6.94,7.08,7.74,7.27,6.66,6.36,6.42,6.69,6.61,,
E07000238,Wychavon,4.65,4.75,4.59,5.49,6.36,6.91,8.75,8.64,9.43,9.26,10.35,9.5,7.87,8.58,8.48,8.66,8.02,,
E07000239,Wyre Forest,3.9,3.57,4.01,4.05,4.63,5.38,6.9,7.13,7.63,7.11,6.96,7.18,6.51,7.01,7.35,7.98,6.89,,
E07000240,St. Albans,5.81,6.66,6.66,8.69,8.88,9.3,10.37,10.75,10.99,11.32,12.43,12.03,10.78,12.05,13.39,13.55,13.26,,
E07000241,Welwyn Hatfield,4.22,4.5,4.5,5.13,5.27,5.69,6.97,7.84,6.89,8.02,7.43,7.92,7.44,7.68,9.13,8.23,8.16,,
E07000242,East Hertfordshire,4.9,4.95,5.22,6.19,5.93,6.84,7.93,8.51,8.73,9.58,10.21,9.97,8.31,9.53,9.53,9.52,9.55,,
E07000243,Stevenage,3.29,2.89,3.12,3.96,3.94,4.88,5.08,6.04,6.11,5.61,6.51,6.59,5.85,5.97,5.65,5.27,5.77,,
E08000001,Bolton,2.79,2.87,2.81,2.8,2.93,3.17,3.33,4.45,5.03,5.51,6.01,5.67,4.93,4.93,4.64,4.86,4.54,,
E08000002,Bury,2.98,2.87,2.99,3.07,3.14,3.38,4.2,5,6,6.07,5.89,5.7,5.35,5.38,4.9,5.39,5.02,,
E08000003,Manchester,2.27,2.46,2.33,2.51,2.63,3.04,3.24,4,4.74,5.35,5.29,5.21,4.47,4.61,4.99,4.72,4.56,,
E08000004,Oldham,2.73,2.84,2.67,2.59,2.59,2.79,3.1,3.89,4.45,5.02,5.81,5.32,4.82,4.68,4.74,5,5,,
E08000005,Rochdale,2.59,2.55,2.75,2.63,3.08,3,3.29,4.13,4.54,4.92,5.63,5.22,4.71,4.64,4.59,5.04,4.74,,
E08000006,Salford,2.5,2.57,2.42,2.49,2.46,2.47,3.26,4.27,4.94,5.2,5.55,5.26,4.65,4.53,4.4,4.65,4.27,,
E08000007,Stockport,3.51,3.45,3.61,3.88,3.97,4.52,5.79,6.39,6.17,6.45,7,6.55,5.98,6.51,6.07,6.1,5.98,,
E08000008,Tameside,2.84,2.83,2.78,2.82,2.98,2.93,3.75,4.58,5.34,5.77,5.6,5.72,4.68,4.92,4.92,4.61,5.07,,
E08000009,Trafford,3.75,3.7,3.7,4.2,4.42,5.21,5.93,6.65,7.18,7.22,7.9,7.34,6.54,6.84,7.25,6.82,7.65,,
E08000010,Wigan,2.83,3.01,2.83,2.8,2.9,2.95,3.52,4.62,4.84,5.32,5.27,5.24,4.75,4.84,4.73,5.02,4.65,,
E08000011,Knowsley,2.51,2.72,2.76,2.92,2.73,3.21,3.35,4.36,5.36,5.54,5.12,5.21,4.12,4.49,4.35,4.16,3.94,,
E08000012,Liverpool,2.53,2.32,2.42,2.49,2.65,2.75,2.94,4,4.37,4.88,5.23,4.92,4.35,4.29,4.24,4.19,4.13,,
E08000013,St Helens,2.85,2.85,2.76,2.89,2.98,2.98,3.49,4.69,5.3,5.56,5.6,5.21,4.48,4.83,4.68,4.76,4.84,,
E08000014,Sefton,3.7,3.72,3.53,3.87,3.84,4.21,5.1,6.14,6.94,6.93,7,6.68,6.36,6.7,6.49,6.02,5.62,,
E08000015,Wirral,3.04,3,2.99,3.32,3.24,3.57,4.42,5.64,5.64,6.3,6.41,6.17,6.02,6.1,6.11,5.99,5.21,,
E08000016,Barnsley,2.67,2.7,2.7,2.68,2.58,2.53,2.95,4.22,4.5,5.13,5.28,5.04,4.18,4.43,4.45,4.37,4.11,,
E08000017,Doncaster,2.66,2.8,2.83,2.67,2.68,2.78,3.54,4.66,5.12,5.4,5.34,5.11,4.5,4.57,4.44,4.61,4.5,,
E08000018,Rotherham,2.78,2.52,2.88,2.74,2.93,3.22,3.6,4.31,5.18,5.58,5.46,5.42,4.77,4.73,4.8,4.93,5,,
E08000019,Sheffield,2.81,2.79,2.91,2.95,3.08,3.47,4.07,4.88,5.4,5.55,5.82,5.41,5.02,5.16,4.89,5,4.78,,
E08000021,Newcastle upon Tyne,3.11,3.35,3.28,3.22,3.35,3.99,4.73,6.24,6.05,6.57,6.58,6.03,5.5,5.41,5.44,5.39,5.22,,
E08000022,North Tyneside,3.33,3.43,3.34,3.34,3.39,3.17,4.27,5.38,6.1,6.14,6.7,6.08,5.61,5.73,5.33,5.73,5.37,,
E08000023,South Tyneside,2.98,2.66,2.81,2.65,2.48,2.88,3.47,4.28,4.67,4.98,5.85,5.26,4.97,5.27,4.9,4.95,4.56,,
E08000024,Sunderland,2.93,2.83,2.73,2.79,2.66,3.1,3.6,4.48,4.62,5.03,5.25,5.1,4.95,4.62,4.68,4.77,4.5,,
E08000025,Birmingham,2.8,2.83,2.92,3.11,3.17,3.71,4.68,5.51,5.64,5.73,5.69,5.5,4.71,4.79,4.83,4.85,4.73,,
E08000026,Coventry,2.64,2.5,2.48,2.82,2.95,3.21,3.95,4.51,4.94,5,5.37,4.97,4.53,4.58,4.55,4.52,4.32,,
E08000027,Dudley,3.59,3.32,3.66,3.61,3.8,4.33,4.99,5.91,6.32,6.72,6.34,6.24,5.85,6.09,5.65,6.07,5.91,,
E08000028,Sandwell,2.93,2.85,2.84,2.77,3.06,3.36,4.13,5,5.07,5.42,5.46,5.08,4.58,4.95,4.66,4.78,4.52,,
E08000029,Solihull,4.1,4.06,4.35,5.18,5.68,5.79,6.79,7.25,7.32,7.94,7.82,6.91,6.56,7.81,7.45,7.25,7.7,,
E08000030,Walsall,3.29,3.36,3.17,3.45,3.38,4.21,4.78,5.43,6.19,6.07,6.26,6.1,5.88,5.43,5.34,5.28,4.97,,
E08000031,Wolverhampton,2.89,2.78,2.78,2.87,2.88,3.12,4.05,4.66,5.28,5.29,5.33,5.24,4.8,4.44,4.88,4.68,4.7,,
E08000032,Bradford,2.98,2.82,2.75,2.91,2.9,3.05,3.4,4.5,5.01,5.7,5.95,5.67,5.21,5.34,5.24,4.97,4.79,,
E08000033,Calderdale,2.76,2.84,2.67,2.66,2.6,2.73,3.3,4.34,4.83,5.38,5.68,5.69,4.63,5.25,5.08,4.91,4.66,,
E08000034,Kirklees,2.95,2.91,2.99,2.99,3.02,3.26,3.79,5.05,5.33,5.82,6.15,5.7,5.21,5.33,5.42,5.39,5.3,,
E08000035,Leeds,3.3,3.34,3.29,3.36,3.64,4.06,4.72,5.67,5.89,6.07,6.41,5.91,5.14,5.69,5.49,5.69,5.34,,
E08000036,Wakefield,2.88,2.91,2.9,2.77,2.85,3.2,3.94,4.83,5.29,5.22,5.28,5.34,5.07,5.07,4.68,4.89,4.72,,
E08000037,Gateshead,2.78,2.82,2.66,2.52,2.87,3.4,4.01,4.57,4.69,5.56,5.82,5.43,5.38,5.1,4.69,4.67,4.96,,
E09000001,City of London,4.72,5.55,5.38,5.68,6.8,5.96,7.73,7.27,6.9,7,8.8,7.7,7.77,8.7,9,10.11,12.12,,
E09000002,Barking and Dagenham,2.99,2.6,3.03,3.39,4.03,4.22,5.28,5.75,6.03,6.25,6.44,7.23,6.05,6.22,5.85,5.09,5.05,,
E09000003,Barnet,5.39,6.13,6.63,7.98,7.89,9.22,9.73,9.8,9.58,9.73,10.81,10.37,9.13,10.68,10.88,11.4,10.88,,
E09000004,Bexley,3.88,4.17,4.39,4.88,5.46,6.3,7.23,8.69,7.71,7.68,8.18,7.58,7.02,7.63,7.93,7.38,8.03,,
E09000005,Brent,4.48,4.92,5.49,6.34,7.22,8.46,9.22,9.92,10.11,9.58,10.74,10.97,9.69,9.94,10.84,11.59,11.63,,
E09000006,Bromley,5.72,5.87,6.52,7.91,9.34,9.94,10.73,10.6,9.28,9.39,9.95,9.37,8.77,9.82,9.64,9.76,9.99,,
E09000007,Camden,6.65,6.82,7.46,9.43,9.21,9.57,9.51,10.02,10.42,11.13,12.59,12.89,11.79,12.74,13.41,13.98,15.28,,
E09000008,Croydon,3.74,4.01,4.24,5.11,5.69,6.22,7.45,7.43,8.16,7.92,8.35,8.53,7.36,7.62,7.41,7.7,7.57,,
E09000009,Ealing,4.43,5.05,5.49,6.55,7,7.62,8.72,9.02,9.03,9.42,9.52,10.06,8.83,9.65,10.07,10.44,11.12,,
E09000010,Enfield,4.25,4.31,4.67,5.01,5.25,6.04,7.7,6.98,8.41,8.16,9.3,9.44,8.39,8.43,8.86,8.67,9.37,,
E09000011,Greenwich,3.33,3.63,4.1,4.79,5.66,6.43,6.71,6.9,7.32,7.63,7.09,8.21,7.55,7.85,8.34,8.13,8.26,,
E09000012,Hackney,3.34,3.42,4.3,5.59,6.34,6.82,7.43,7.79,7.54,7.78,8.97,8.58,7.85,8.69,9.11,10.03,11.3,,
E09000013,Hammersmith and Fulham,5.63,7.07,7.08,9.06,9.03,9.03,9.38,10.67,10.52,11.77,12.34,13.03,11.37,13.25,13,14.56,16.3,,
E09000014,Haringey,4.21,4.98,5.16,6.52,7.21,7.59,8.45,9.08,9.17,9.18,9.58,10.39,8.92,9.6,10.88,11.15,10.54,,
E09000015,Harrow,4.8,4.92,5.4,6.59,7.19,8.18,9.41,9.59,9.62,9.42,10.63,10.25,8.6,10.51,10.85,11.34,11.95,,
E09000016,Havering,4.46,4.98,5.35,6.2,6.79,8.28,9.65,9.7,7.89,7.8,8.44,7.81,7.11,7.77,7.66,7.76,7.4,,
E09000017,Hillingdon,3.54,3.71,4.15,4.95,5.33,6.28,7.13,7.27,7.49,8.24,7.95,7.94,6.96,7.57,7.68,7.8,7.57,,
E09000018,Hounslow,3.8,4.62,5,5.68,5.93,6.51,7.43,7.91,8.04,8.72,8.67,8.92,7.46,8.03,7.75,8.7,9.48,,
E09000019,Islington,5.4,6.22,6.28,7.41,7.67,7.31,7.62,8.4,8.73,8.93,9.92,10.42,9.42,11.03,11.28,11.46,12.27,,
E09000020,Kensington and Chelsea,11.61,11.88,12.61,14.43,14.78,15.38,14.87,17.25,18.75,20.25,23.26,24.83,22.56,24.94,27.04,29,32.39,,
E09000021,Kingston upon Thames,4.83,5.35,6.21,7.14,7.62,8.54,8.88,9.61,10.01,9.42,10.72,11.11,9.26,10.49,10.46,11.09,11.86,,
E09000022,Lambeth,3.88,4.23,4.62,6.34,6.9,7.27,7.65,7.89,7.95,8.19,9.12,9.07,7.48,8.89,8.79,9.44,9.8,,
E09000023,Lewisham,3.27,3.51,3.62,4.38,5.21,6.16,6.55,6.84,6.65,6.98,7.91,7.82,6.92,7.91,8.04,8.42,8.03,,
E09000024,Merton,4.71,5.23,6.12,7.25,7.37,8.47,9.08,9.51,9.08,9.89,9.8,11.43,9.11,10.12,10.11,10.48,11.29,,
E09000025,Newham,2.78,3.2,3.64,4.31,4.85,5.87,7.23,7.05,7.48,7.68,8.26,9.07,6.51,7.07,7.23,7.35,7.66,,
E09000026,Redbridge,4.07,4.6,4.81,5.47,6.17,6.78,7.89,9.47,8.43,8.91,8.71,8.87,7.19,8.12,8.28,9.16,8.84,,
E09000027,Richmond upon Thames,6.89,7.54,8.08,9.56,9.62,9.6,9.88,10.73,11.59,11.05,12.01,12.48,11.49,12.19,13.6,14.17,15.01,,
E09000028,Southwark,3.8,4.4,4.79,5.81,6.01,6.01,6.17,7.36,7.84,7.71,8.49,8.79,8.58,8.98,9.11,9.33,9.67,,
E09000029,Sutton,3.47,4.37,4.34,5.69,5.74,6.38,7.35,7.43,7.93,7.97,8.8,9.22,8.07,8.61,8.84,8.88,8.56,,
E09000030,Tower Hamlets,3.8,4.29,4.85,5.41,5.84,6.41,6.02,6.02,6.32,6.38,6.99,7.13,6.38,7.01,6.58,6.94,6.68,,
E09000031,Waltham Forest,3.47,3.74,4.16,4.81,5.31,6.56,7.15,8.03,8.28,9.43,9.58,8.98,7.39,7.98,7.96,8.87,8.73,,
E09000032,Wandsworth,5.42,6.09,6.66,8.04,9.07,9.44,9.57,9.91,10.31,10.83,12.15,12.06,10.82,11.89,12.17,13.87,14.44,,
E09000033,Westminster,7.03,7.82,8.64,9.99,10.08,11.06,11.38,11.48,11.94,13.46,13.52,14.22,13.57,15.77,17.26,17.74,20.36,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
